perf_id,campaign_id,inf_id,post_date,post_url,actual_cost,impressions,clicks,conversions,revenue,genai_comment_summary
186,DALBA-CAMP-25013,seoyeoncoe_87,2025-01-31,https://instagram.com/p/kq@&8N^td3z,2836869,67996,2941,54,2822526,긍정 88%.
187,DALBA-CAMP-25003,sunog58_25,2025-07-14,https://instagram.com/p/E7DTej0e)(K,1869964,38164,1450,16,758816,긍정 76%.
188,DALBA-CAMP-25018,eungyeong94_75,2025-12-01,https://instagram.com/p/N$0zTy(A8Ko,4425213,66331,3283,56,2055648,긍정 85%.
189,DALBA-CAMP-25016,jiyeon42_8,2025-08-27,https://instagram.com/p/rt1OEoA#$dg,2929472,282028,6952,189,6498576,긍정 81%.
190,DALBA-CAMP-25005,seonyeonggim_161,2025-08-13,https://instagram.com/p/0LN8!TMmz%9,2953528,209430,6544,100,4025300,긍정 79%.
191,DALBA-CAMP-25017,bbag_162,2025-04-14,https://instagram.com/p/*65ACKCqXc(,2232401,129773,2697,69,2964102,긍정 95%.
192,DALBA-CAMP-25013,jiyeongim_64,2025-02-14,https://instagram.com/p/(6Jtzpd#0DF,968221,78741,1956,24,1117056,긍정 81%.
193,DALBA-CAMP-25014,caeweoni_105,2025-09-21,https://instagram.com/p/e#^YAFsWP37,288572,21464,783,22,1072082,긍정 71%.
194,DALBA-CAMP-25005,hayunan_10,2025-07-15,https://instagram.com/p/@2lN92JsOOR,1221042,40392,1836,12,661116,긍정 71%.
195,DALBA-CAMP-25008,borami_41,2025-02-21,https://instagram.com/p/(l@mQUwtny5,886206,86067,1520,36,1910916,긍정 90%.
196,DALBA-CAMP-25009,jeonghunbag_178,2025-05-26,https://instagram.com/p/^6eWSt8o#7h,3920711,75950,3000,80,4058880,긍정 75%.
197,DALBA-CAMP-25003,ryujeongja_61,2025-07-15,https://instagram.com/p/m_2DkT$pGiG,2818835,228632,4482,22,931634,긍정 81%.
198,DALBA-CAMP-25012,sangho17_163,2025-09-22,https://instagram.com/p/#+&WN7S+e4%,4977475,162621,3716,48,1916784,긍정 74%.
199,DALBA-CAMP-25010,caeweoni_105,2025-03-01,https://instagram.com/p/^1QgWs^hTPx,1592965,127576,5192,119,3656513,긍정 88%.
200,DALBA-CAMP-25016,fbag_40,2025-08-28,https://instagram.com/p/^#34mBByEG^,3700900,276723,6129,171,7340004,긍정 89%.
201,DALBA-CAMP-25017,wi_81,2025-04-25,https://instagram.com/p/QYMg5IMen@l,1895662,135494,5158,132,4906176,긍정 92%.
202,DALBA-CAMP-25014,gwangsu06_138,2025-09-29,https://instagram.com/p/$#n1WFkV+!J,4085186,304162,3759,22,1201332,긍정 73%.
203,DALBA-CAMP-25014,jaehyeon37_118,2025-09-30,https://instagram.com/p/)0lURbZP86O,106929,1989,45,0,0,긍정 85%.
204,DALBA-CAMP-25007,yejingim_193,2025-08-19,https://instagram.com/p/63lD2c^N)hn,2047681,99430,3404,47,2394697,긍정 74%.
205,DALBA-CAMP-25012,sumin02_70,2025-08-17,https://instagram.com/p/xcHF2Fxca%#,2342923,161878,3774,58,1802582,긍정 95%.
206,DALBA-CAMP-25012,sinjeongho_117,2025-09-10,https://instagram.com/p/bfKYWw#T%1I,1742890,111121,2457,19,1007456,긍정 77%.
207,DALBA-CAMP-25001,iminjae_142,2025-09-13,https://instagram.com/p/+gz0GjVjH1V,2652453,185808,2132,63,2415357,긍정 82%.
208,DALBA-CAMP-25019,baggwangsu_180,2025-09-09,https://instagram.com/p/%NSt^3Re6EQ,4427063,382606,10485,311,12703728,긍정 78%.
209,DALBA-CAMP-25010,hongmijeong_12,2025-03-03,https://instagram.com/p/5lGZk6BB)dG,1329416,125168,4131,58,3130434,긍정 86%.
210,DALBA-CAMP-25017,yeongsigi_177,2025-05-31,https://instagram.com/p/CZZqTd&7#47,695267,23575,491,14,695310,긍정 80%.
211,DALBA-CAMP-25019,caeweon89_46,2025-08-26,https://instagram.com/p/$P^z6ToFLE3,4813931,379831,10734,133,4395118,긍정 83%.
212,DALBA-CAMP-25005,kjeon_56,2025-08-27,https://instagram.com/p/X*#Z&3Wzo1I,3340076,183109,3537,71,3678368,긍정 81%.
213,DALBA-CAMP-25020,uhan_3,2025-04-22,https://instagram.com/p/NdMBjI^0+I2,389691,11060,423,9,461619,긍정 73%.
214,DALBA-CAMP-25006,yejingim_193,2025-11-16,https://instagram.com/p/Wn21r4qf&&I,2940537,266100,9251,131,5308382,긍정 84%.
215,DALBA-CAMP-25011,jaehyeonhwang_111,2025-04-11,https://instagram.com/p/uY$4Utj*Bh3,3254604,291181,14359,293,12280802,긍정 86%.
216,DALBA-CAMP-25003,jiyeongim_64,2025-06-11,https://instagram.com/p/(SZd$2+WT1S,4057056,227273,2418,39,1397565,긍정 79%.
217,DALBA-CAMP-25014,borami_41,2025-10-19,https://instagram.com/p/x(33BchUr4z,1811764,36778,1698,38,1687238,긍정 94%.
218,DALBA-CAMP-25006,jiyeon42_8,2025-10-09,https://instagram.com/p/6Qp*4pDz3JE,3124854,140153,3805,50,1701350,긍정 70%.
219,DALBA-CAMP-25020,jaehoi_78,2025-05-01,https://instagram.com/p/ZD(P_Fgt@%6,4828811,133164,3942,57,3265929,긍정 87%.
220,DALBA-CAMP-25003,geonu94_19,2025-06-08,https://instagram.com/p/@8!9AH9d*K1,2617070,102517,2387,18,899892,긍정 90%.
221,DALBA-CAMP-25013,jangjihu_77,2025-01-18,https://instagram.com/p/R7L2IrAC*aG,4170955,108773,1593,20,640020,긍정 83%.
222,DALBA-CAMP-25007,yeongsug59_150,2025-08-16,https://instagram.com/p/7iIvChfa^c!,1825553,93206,3990,65,3533660,긍정 93%.
223,DALBA-CAMP-25003,yangsunog_166,2025-06-21,https://instagram.com/p/x0UTtAIA*$X,2975398,208029,4970,30,954210,긍정 84%.
224,DALBA-CAMP-25013,sjeon_36,2025-02-10,https://instagram.com/p/%9XQHyomKo7,1943528,191062,7115,140,7465640,긍정 90%.
225,DALBA-CAMP-25012,jaehyeonhwang_111,2025-09-14,https://instagram.com/p/83YVQQ(!+cO,4603986,131424,5939,70,3185210,긍정 73%.
226,DALBA-CAMP-25003,li_57,2025-06-27,https://instagram.com/p/%$nqOgsU+u6,1876241,147288,2010,19,571653,긍정 79%.
227,DALBA-CAMP-25004,jeongsu80_96,2025-02-22,https://instagram.com/p/h)2Jyeir^w(,1055297,100572,1645,38,1979838,긍정 75%.
228,DALBA-CAMP-25008,sunja01_196,2025-02-23,https://instagram.com/p/!7_K58yI2BL,3296679,163180,5426,130,5843760,긍정 71%.
229,DALBA-CAMP-25007,mijeongcoe_85,2025-07-21,https://instagram.com/p/h7gQmwcA$W4,3675835,193342,3885,109,3298340,긍정 89%.
230,DALBA-CAMP-25016,jaehyeonhwang_111,2025-09-15,https://instagram.com/p/!14BWb&WXrt,1433264,133127,4175,102,4617438,긍정 77%.
231,DALBA-CAMP-25014,yeongsigi_28,2025-09-09,https://instagram.com/p/nhbCJ0e#B$8,1816795,177921,8770,229,8167972,긍정 81%.
232,DALBA-CAMP-25010,gimjihyeon_131,2025-03-12,https://instagram.com/p/aF1YlC*r!n6,2116925,63301,2763,66,2195952,긍정 76%.
233,DALBA-CAMP-25001,gangminjae_191,2025-09-17,https://instagram.com/p/_93%oR4c+W1,663123,43939,1804,22,1151722,긍정 92%.
234,DALBA-CAMP-25001,hyeonju74_190,2025-09-14,https://instagram.com/p/)!5_Tx5wcea,3298402,313913,13479,286,10453586,긍정 92%.
235,DALBA-CAMP-25012,seonyeonggim_161,2025-08-14,https://instagram.com/p/(5HvfOsAsI7,4322105,96884,4471,125,6282500,긍정 80%.
236,DALBA-CAMP-25002,yunseo62_167,2025-05-03,https://instagram.com/p/wwg@LBsF*#4,4519869,371138,5355,95,5026165,긍정 85%.
237,DALBA-CAMP-25012,sinjeongho_117,2025-08-20,https://instagram.com/p/X#XYZpe4%n7,4064379,64901,1585,30,1445550,긍정 71%.
238,DALBA-CAMP-25004,nammiyeong_52,2025-02-18,https://instagram.com/p/&3pXc5v)fZI,1338677,98231,1263,29,1335653,긍정 71%.
239,DALBA-CAMP-25008,mo_72,2025-03-04,https://instagram.com/p/PAC1zMhU)9),3464060,185080,7953,80,3981200,긍정 91%.
240,DALBA-CAMP-25003,bagbyeongceol_169,2025-07-16,https://instagram.com/p/m*W0KQPsd(m,2969330,45099,1263,7,286762,긍정 73%.
241,DALBA-CAMP-25018,sunog58_25,2025-11-19,https://instagram.com/p/x1!+WXVi#F),426303,13730,213,1,38492,긍정 93%.
242,DALBA-CAMP-25018,myeongjabag_80,2025-11-08,https://instagram.com/p/wnf(25IeR8!,4696660,422684,16386,97,5243141,긍정 74%.
243,DALBA-CAMP-25017,jgim_14,2025-05-02,https://instagram.com/p/YMwTN2wkQ%7,648012,44520,898,10,504350,긍정 95%.
244,DALBA-CAMP-25017,jinu58_47,2025-06-02,https://instagram.com/p/b%EUoIvX$73,206221,18599,518,11,562430,긍정 89%.
245,DALBA-CAMP-25018,jaehyeoni_92,2025-11-10,https://instagram.com/p/t)9icGg4i73,1599513,108711,4060,42,2430708,긍정 78%.
246,DALBA-CAMP-25006,pgim_135,2025-10-19,https://instagram.com/p/Dz^5nBUvNA(,1340153,28941,1211,23,1055171,긍정 93%.
247,DALBA-CAMP-25016,jungsucoe_171,2025-09-01,https://instagram.com/p/%vBsf!o6qP1,2551496,233212,6479,123,5147673,긍정 81%.
248,DALBA-CAMP-25016,minjaegim_168,2025-08-22,https://instagram.com/p/L*mY^NLwr57,3123074,214111,8075,133,6840988,긍정 85%.
249,DALBA-CAMP-25017,seonyeonggim_161,2025-05-06,https://instagram.com/p/X)PHx(LaoY1,635198,13987,693,8,347928,긍정 77%.
250,DALBA-CAMP-25001,li_57,2025-08-29,https://instagram.com/p/02^6JQu7_%Q,3447529,301848,7384,198,7993458,긍정 70%.
251,DALBA-CAMP-25013,jsong_146,2025-01-17,https://instagram.com/p/$7m5YW$yyA),2500601,110179,1333,26,1023542,긍정 90%.
252,DALBA-CAMP-25004,seungmini_86,2025-02-10,https://instagram.com/p/KE14KyCs$Q@,3972563,225002,2422,60,2808060,긍정 70%.
253,DALBA-CAMP-25004,sunog58_25,2025-02-19,https://instagram.com/p/i8%87M$a!gZ,1138187,65432,1886,17,544255,긍정 74%.
254,DALBA-CAMP-25013,gimjeongsu_32,2025-01-12,https://instagram.com/p/&9cdOoM*59L,4888033,62917,1185,23,1107657,긍정 94%.
255,DALBA-CAMP-25002,hyeonju74_190,2025-04-27,https://instagram.com/p/9aCNV4Wp)X4,2989419,71442,3281,65,2507310,긍정 78%.
256,DALBA-CAMP-25013,yeongsigi_177,2025-02-19,https://instagram.com/p/3W6bN(!zfU_,716304,38987,1314,17,906253,긍정 89%.
257,DALBA-CAMP-25016,jungsucoe_171,2025-09-10,https://instagram.com/p/Msv7Kk&oc((,580633,45465,1332,26,1305668,긍정 86%.
258,DALBA-CAMP-25020,sjeon_36,2025-05-07,https://instagram.com/p/4%_I6HWgFsX,3311400,53626,2039,10,585540,긍정 87%.
259,DALBA-CAMP-25005,tgim_198,2025-08-19,https://instagram.com/p/Cb7VF4Jzc%v,2722131,155905,3624,18,583902,긍정 91%.
260,DALBA-CAMP-25015,borami_41,2025-08-13,https://instagram.com/p/hf5C9X7n(lM,2613927,204803,4983,112,4076688,긍정 74%.
261,DALBA-CAMP-25015,jihyeonan_187,2025-08-15,https://instagram.com/p/E$9*jOSo@hT,4678836,59717,2080,15,567330,긍정 94%.
262,DALBA-CAMP-25005,gimjiyeon_147,2025-07-21,https://instagram.com/p/!h3IVtm5AU7,2287362,132188,5229,59,1819383,긍정 93%.
263,DALBA-CAMP-25007,junhyeogu_115,2025-08-04,https://instagram.com/p/&0Qx9Ag1C8s,2861471,162107,4134,33,1042701,긍정 71%.
264,DALBA-CAMP-25001,idoyun_16,2025-08-25,https://instagram.com/p/1@6UL^brlxv,1083818,20532,540,13,584493,긍정 78%.
265,DALBA-CAMP-25020,jseo_158,2025-04-20,https://instagram.com/p/$m+^xOMzH&1,3847834,48536,1412,40,1220080,긍정 71%.
266,DALBA-CAMP-25007,minsu38_6,2025-08-19,https://instagram.com/p/+92OkB%^Gr#,321175,16107,550,4,170412,긍정 80%.
267,DALBA-CAMP-25012,jim_1,2025-08-10,https://instagram.com/p/NlJkh)P)$0f,1425988,32603,1457,13,574366,긍정 71%.
268,DALBA-CAMP-25002,seungmini_86,2025-06-03,https://instagram.com/p/)9oZHn8jEEM,4666340,215017,6290,187,10048819,긍정 77%.
269,DALBA-CAMP-25019,munyeonghyi_155,2025-08-30,https://instagram.com/p/5qDX1AGmd%B,1129536,65255,2142,56,1789368,긍정 70%.
270,DALBA-CAMP-25003,kjeon_56,2025-07-21,https://instagram.com/p/)(qZ3Ien#ti,3368744,157932,5699,78,4539756,긍정 84%.
271,DALBA-CAMP-25004,ujini_199,2025-02-13,https://instagram.com/p/$oma_Iy(4Cr,3366510,302866,9835,176,10311136,긍정 78%.
272,DALBA-CAMP-25008,seojungwag_99,2025-03-16,https://instagram.com/p/*H%mJ2@j^5Y,1613805,156189,7570,220,13013000,긍정 84%.
273,DALBA-CAMP-25018,yujin13_133,2025-11-29,https://instagram.com/p/Z*83th&VYXM,3970144,53271,1309,28,903924,긍정 76%.
274,DALBA-CAMP-25006,hbag_39,2025-11-18,https://instagram.com/p/mjY7Q6mI&d6,1573984,95628,1080,26,1400802,긍정 82%.
275,DALBA-CAMP-25001,kbag_49,2025-08-16,https://instagram.com/p/$Gzt8XAx*k^,220849,6763,144,0,0,긍정 85%.
276,DALBA-CAMP-25009,sgim_33,2025-06-17,https://instagram.com/p/32CMOCrz_Sb,1462160,64559,1848,24,1191648,긍정 90%.
277,DALBA-CAMP-25017,munyeonghyi_155,2025-05-26,https://instagram.com/p/!K&*T6xf8)1,3629858,204058,4394,88,4597384,긍정 71%.
278,DALBA-CAMP-25008,jihyeongo_91,2025-02-23,https://instagram.com/p/@5VjhKCS_44,1213889,71999,1193,19,798988,긍정 80%.
279,DALBA-CAMP-25011,gyeonghyibag_175,2025-03-31,https://instagram.com/p/MW9H$YPlj_#,4257128,85289,1602,15,509025,긍정 77%.
280,DALBA-CAMP-25012,fgim_66,2025-08-23,https://instagram.com/p/^1R)Hka8Kad,2248315,54599,1353,31,1216874,긍정 81%.
281,DALBA-CAMP-25011,nadohyeon_23,2025-03-10,https://instagram.com/p/(BSpqVVhL6q,822928,49325,1964,14,514822,긍정 94%.
282,DALBA-CAMP-25001,misug04_184,2025-09-06,https://instagram.com/p/z_SFdFo3qf1,4740021,390268,18211,371,15016596,긍정 92%.
283,DALBA-CAMP-25011,dbag_132,2025-02-28,https://instagram.com/p/2$9yQ#YohmU,4362911,135458,3741,98,3992422,긍정 81%.
284,DALBA-CAMP-25009,wgim_172,2025-05-30,https://instagram.com/p/ce3OXtfrR^l,2694426,207896,7425,219,7530972,긍정 87%.
285,DALBA-CAMP-25011,gimyeongsu_90,2025-03-06,https://instagram.com/p/$9Wtc0nDX3C,3765234,134562,4156,35,1544130,긍정 91%.
286,DALBA-CAMP-25006,jeonghunbag_178,2025-10-15,https://instagram.com/p/4e^6TQOxbx+,828810,74257,2653,67,2970847,긍정 73%.
287,DALBA-CAMP-25017,iminjae_142,2025-05-17,https://instagram.com/p/n9TypS^M&pa,4342667,187850,6119,174,9396348,긍정 95%.
288,DALBA-CAMP-25004,eunjeonggim_160,2025-02-09,https://instagram.com/p/%Nl4%EVw$0H,2133338,109854,3392,60,2997120,긍정 75%.
289,DALBA-CAMP-25013,sangceolgim_95,2025-01-14,https://instagram.com/p/p0ELn#dj!FM,2121699,96981,3838,49,2170455,긍정 81%.
290,DALBA-CAMP-25009,jiagim_48,2025-06-12,https://instagram.com/p/+4rHZj1kS#k,177933,2900,106,2,100202,긍정 79%.
291,DALBA-CAMP-25019,wi_81,2025-08-19,https://instagram.com/p/_8kS6GZbm4+,4384901,285320,3966,56,1899184,긍정 80%.
292,DALBA-CAMP-25006,gimbyeongceol_159,2025-10-02,https://instagram.com/p/3YpFBq7N!yj,2072939,82824,3353,42,1924482,긍정 93%.
293,DALBA-CAMP-25007,yeongsigi_177,2025-07-23,https://instagram.com/p/v^5_AgckJr!,1941685,59212,686,7,322063,긍정 71%.
294,DALBA-CAMP-25012,ji_4,2025-09-05,https://instagram.com/p/B#73Y5KmHA5,3955726,55481,2351,25,842425,긍정 81%.
295,DALBA-CAMP-25018,caeweoni_105,2025-11-10,https://instagram.com/p/(4$JqgffSs7,1980832,197620,3104,85,2570060,긍정 71%.
296,DALBA-CAMP-25020,sujingim_53,2025-04-26,https://instagram.com/p/&9WwAqBTGBN,4397841,368780,6711,139,4347642,긍정 90%.
297,DALBA-CAMP-25013,eunseo04_18,2025-02-26,https://instagram.com/p/&h1LULc83(%,391380,23738,775,16,490224,긍정 85%.
298,DALBA-CAMP-25019,eunjeonggim_160,2025-09-18,https://instagram.com/p/%8dNa9WdCCf,3750574,196121,4309,79,2964475,긍정 74%.
299,DALBA-CAMP-25012,abag_65,2025-08-25,https://instagram.com/p/!FKNDgB&4p8,2646495,30204,722,14,775264,긍정 95%.
300,DALBA-CAMP-25013,jaehobae_192,2025-02-24,https://instagram.com/p/5eo+XKpG(3c,897234,11754,581,11,361372,긍정 95%.
301,DALBA-CAMP-25004,yeongjini_44,2025-01-30,https://instagram.com/p/FnGTA$cZs^7,2793489,157887,4145,101,4262907,긍정 78%.
302,DALBA-CAMP-25006,qgim_122,2025-09-30,https://instagram.com/p/^#It_Vj)V66,1392463,129430,1908,50,1505300,긍정 83%.
303,DALBA-CAMP-25004,jeonghunhan_151,2025-01-23,https://instagram.com/p/X4SP5)Zn&PW,231473,18447,820,21,691782,긍정 78%.
304,DALBA-CAMP-25006,zsim_141,2025-11-05,https://instagram.com/p/JrV06WUf*JE,479079,40093,1692,41,2307275,긍정 94%.
305,DALBA-CAMP-25006,gweonminji_68,2025-10-14,https://instagram.com/p/#U2ZiEOsI8!,1993295,191862,9552,259,12292917,긍정 70%.
306,DALBA-CAMP-25015,ogim_197,2025-08-09,https://instagram.com/p/3N@VtHia_7@,2310768,226004,10192,209,6623837,긍정 82%.
307,DALBA-CAMP-25012,jimino_128,2025-08-23,https://instagram.com/p/a)HmfF$e^P3,4537161,74477,2046,24,1293648,긍정 73%.
308,DALBA-CAMP-25019,jiyeon42_8,2025-08-28,https://instagram.com/p/t)9RRQxkXPg,1230713,51377,1735,18,885798,긍정 76%.
309,DALBA-CAMP-25009,wi_81,2025-06-01,https://instagram.com/p/vLD2)8Dc(##,243855,17008,195,3,145953,긍정 77%.
310,DALBA-CAMP-25015,sumin73_185,2025-08-08,https://instagram.com/p/_bP3CypMl#t,937137,37573,771,8,457488,긍정 79%.
311,DALBA-CAMP-25003,sangceolgim_95,2025-07-10,https://instagram.com/p/_lX2PTBuSY@,3845825,79168,2988,24,1402752,긍정 89%.
312,DALBA-CAMP-25004,cayeeun_170,2025-02-28,https://instagram.com/p/6L9mz84xm_!,2298152,118258,4333,40,2374120,긍정 94%.
313,DALBA-CAMP-25007,jihyeonan_187,2025-07-31,https://instagram.com/p/Fv4fEsXc^ij,4737737,112831,3909,84,3204768,긍정 87%.
314,DALBA-CAMP-25017,sumin73_185,2025-04-17,https://instagram.com/p/In4W9lu!A!F,1883133,104697,1723,44,2420748,긍정 77%.
315,DALBA-CAMP-25001,abag_65,2025-08-25,https://instagram.com/p/7S#ZRaLn#9j,4390335,368387,5061,49,1802563,긍정 89%.
316,DALBA-CAMP-25013,jeongnam05_88,2025-02-17,https://instagram.com/p/+NQ9LPuuGU&,1997281,38447,1200,15,851415,긍정 80%.
317,DALBA-CAMP-25003,kjeon_56,2025-07-09,https://instagram.com/p/^0rEbF(jpjP,1707620,166171,8106,65,3262870,긍정 84%.
318,DALBA-CAMP-25006,borami_41,2025-10-29,https://instagram.com/p/KoI5PJurY8#,3856389,384490,13165,235,12756035,긍정 74%.
319,DALBA-CAMP-25017,jimin73_148,2025-06-03,https://instagram.com/p/!8U*LPIx(qS,2228867,23028,363,8,258008,긍정 72%.
320,DALBA-CAMP-25011,eunjui_143,2025-03-31,https://instagram.com/p/i8aSAOJV*jT,823566,18241,363,9,411984,긍정 83%.
321,DALBA-CAMP-25001,jihungim_51,2025-09-22,https://instagram.com/p/xGq#vHi_f_5,301586,8128,239,1,35713,긍정 73%.
322,DALBA-CAMP-25005,hbag_82,2025-08-03,https://instagram.com/p/pZ91BuVN)@u,2624283,126843,5476,50,1520100,긍정 78%.
323,DALBA-CAMP-25006,myeongjabag_80,2025-11-01,https://instagram.com/p/t7Xt!6Yk%$8,2558849,236592,7481,193,10331290,긍정 72%.
324,DALBA-CAMP-25001,yejingim_193,2025-09-29,https://instagram.com/p/38S5TTgfm+y,2764714,81554,2360,34,1866634,긍정 73%.
325,DALBA-CAMP-25001,eunseo04_18,2025-09-17,https://instagram.com/p/zi4J8ArzMB^,1243724,119175,2898,85,4695230,긍정 73%.
326,DALBA-CAMP-25017,hbag_82,2025-06-03,https://instagram.com/p/Seb9YMFvtQ!,307771,14415,569,4,174056,긍정 87%.
327,DALBA-CAMP-25007,yeongho06_120,2025-08-21,https://instagram.com/p/%5C66ctnEr3,2131080,62660,2513,17,994568,긍정 88%.
328,DALBA-CAMP-25016,jongsugim_126,2025-09-13,https://instagram.com/p/Q3a5lk)h(zU,962706,53536,1736,13,526604,긍정 80%.
329,DALBA-CAMP-25009,myeongjabag_80,2025-05-27,https://instagram.com/p/@lu0qKMxj($,3208978,161462,6527,118,5145154,긍정 92%.
330,DALBA-CAMP-25014,myeongjayun_137,2025-10-07,https://instagram.com/p/W^$+@NtG$x8,3149678,104497,2984,80,4248480,긍정 83%.
331,DALBA-CAMP-25002,gwaghyeonji_15,2025-06-01,https://instagram.com/p/8*67e_J1RZC,655142,47237,1919,43,2086489,긍정 81%.
332,DALBA-CAMP-25012,gimjeongnam_42,2025-09-02,https://instagram.com/p/Z!Fk8aFzWG+,1744483,31053,1050,10,598190,긍정 75%.
333,DALBA-CAMP-25003,qgim_122,2025-06-21,https://instagram.com/p/mPUcNNM##3%,1937292,123438,4094,60,2788860,긍정 70%.
334,DALBA-CAMP-25002,sangceolgim_95,2025-04-18,https://instagram.com/p/*IPV5a#px3d,1234675,97530,4821,119,6445040,긍정 82%.
335,DALBA-CAMP-25018,ujini_199,2025-12-03,https://instagram.com/p/8IH@z@vf!)t,4110955,258486,6835,178,8989356,긍정 93%.
336,DALBA-CAMP-25013,gimjihyeon_131,2025-02-13,https://instagram.com/p/f_v^47U16o#,3872478,232434,6020,168,6227592,긍정 77%.
337,DALBA-CAMP-25006,mijeongcoe_124,2025-09-29,https://instagram.com/p/C+p_IjqWF37,3360692,316498,8526,218,7855412,긍정 75%.
338,DALBA-CAMP-25008,sangceolgim_95,2025-03-30,https://instagram.com/p/(@4EZxbCGIe,3681333,329701,7339,91,4430881,긍정 72%.
339,DALBA-CAMP-25008,yunseo62_167,2025-03-25,https://instagram.com/p/Dv)5Kr+mN!1,578877,27161,750,20,711560,긍정 78%.
340,DALBA-CAMP-25012,siucoe_183,2025-08-18,https://instagram.com/p/Uf6nz*TgI+i,3564310,253540,11164,94,5453974,긍정 89%.
341,DALBA-CAMP-25015,ii_62,2025-08-05,https://instagram.com/p/bi3AFlUD_@i,2608518,191227,4956,99,3584394,긍정 75%.
342,DALBA-CAMP-25017,jihungim_51,2025-06-02,https://instagram.com/p/@#ZFQac+_I9,3273574,307433,13495,182,5523154,긍정 87%.
343,DALBA-CAMP-25001,ryudoyun_60,2025-09-03,https://instagram.com/p/8#T6HRgW^TW,680684,55057,1761,42,1479366,긍정 81%.
344,DALBA-CAMP-25019,bagbyeongceol_169,2025-08-21,https://instagram.com/p/(5kqIBA5The,1874081,110753,4508,101,4498338,긍정 81%.
345,DALBA-CAMP-25008,yunseo62_167,2025-03-22,https://instagram.com/p/z6V6Md*+^5+,4622894,443660,10192,64,3422784,긍정 90%.
346,DALBA-CAMP-25008,wgim_172,2025-03-26,https://instagram.com/p/tgQ*uvqI&)9,2016832,69411,2467,14,545594,긍정 73%.
347,DALBA-CAMP-25004,iminjae_142,2025-02-11,https://instagram.com/p/Fp)1HmebVO&,4617719,360380,16846,281,11652789,긍정 75%.
348,DALBA-CAMP-25020,ryuseongsu_134,2025-04-22,https://instagram.com/p/an4Ka5Jf&DZ,3983325,366549,13087,200,7980600,긍정 72%.
349,DALBA-CAMP-25009,seunghyeongim_154,2025-05-29,https://instagram.com/p/*9WsKZPiCbH,4396351,123010,2876,30,1735170,긍정 79%.
350,DALBA-CAMP-25001,jeongnam05_88,2025-09-16,https://instagram.com/p/#9Vt!SUmae(,2149107,105239,1577,19,633289,긍정 76%.
351,DALBA-CAMP-25005,sinjeongho_117,2025-08-20,https://instagram.com/p/JhKj4tXb(hb,4820196,226063,7680,80,2761360,긍정 79%.
352,DALBA-CAMP-25020,sangceolgim_95,2025-04-30,https://instagram.com/p/fMe8Icfk@w*,1568681,104171,1639,18,809766,긍정 92%.
353,DALBA-CAMP-25007,kbag_49,2025-08-12,https://instagram.com/p/^l5T%MZc#Qk,1685853,122281,2826,71,3781744,긍정 86%.
354,DALBA-CAMP-25001,jeongnam05_88,2025-08-27,https://instagram.com/p/$j0OTmj^(%1,1262545,77670,1603,35,1346485,긍정 71%.
355,DALBA-CAMP-25015,jaehyeon37_118,2025-08-06,https://instagram.com/p/2_B8@JwM2bW,453693,5396,210,6,358404,긍정 80%.
356,DALBA-CAMP-25015,simogsun_110,2025-08-19,https://instagram.com/p/)34Y8mjAp(J,4461629,289077,5326,89,3941632,긍정 79%.
357,DALBA-CAMP-25011,minsu38_6,2025-04-17,https://instagram.com/p/#3itzNLieEI,293250,24377,783,12,436944,긍정 71%.
358,DALBA-CAMP-25016,tgim_139,2025-08-25,https://instagram.com/p/8lp4TzAj*H9,2957036,71787,1060,13,556660,긍정 92%.
359,DALBA-CAMP-25008,bagbyeongceol_169,2025-02-25,https://instagram.com/p/U#(i3rmxQT5,4838371,256931,10202,197,6154083,긍정 74%.
360,DALBA-CAMP-25012,seongsu36_9,2025-08-22,https://instagram.com/p/^^yW+MLe28g,212357,10883,304,6,198162,긍정 95%.
361,DALBA-CAMP-25006,boramseo_186,2025-11-21,https://instagram.com/p/&sWfHQiP%+2,1519582,147930,3463,89,5022092,긍정 79%.
362,DALBA-CAMP-25006,miyeongi_17,2025-11-14,https://instagram.com/p/YxRh25EvtZ^,1529801,143798,6557,101,4607519,긍정 84%.
363,DALBA-CAMP-25020,hjo_109,2025-04-25,https://instagram.com/p/y^8X@VFcwH8,4120516,312973,8168,72,2216016,긍정 88%.
364,DALBA-CAMP-25014,geonu94_19,2025-10-13,https://instagram.com/p/kx7IEZzB1!2,1246895,107095,2934,58,3166800,긍정 76%.
365,DALBA-CAMP-25007,jihyeongim_24,2025-08-13,https://instagram.com/p/&2^V_qhx^*T,4165870,242777,5506,27,960120,긍정 75%.
366,DALBA-CAMP-25010,nammiyeong_52,2025-04-09,https://instagram.com/p/&aINUtC6C5z,3297528,66691,1168,9,479385,긍정 83%.
367,DALBA-CAMP-25015,sangceolgim_95,2025-08-29,https://instagram.com/p/(rZ4&*ln%5G,1518420,101477,4834,56,2525712,긍정 84%.
368,DALBA-CAMP-25004,seungmin92_38,2025-02-19,https://instagram.com/p/@hFw@J6eX9P,2382260,223080,9560,186,6215562,긍정 82%.
369,DALBA-CAMP-25014,misug04_184,2025-10-09,https://instagram.com/p/Jph8FmspR_t,4318460,110854,3517,103,4328884,긍정 84%.
370,DALBA-CAMP-25012,seungmin92_38,2025-08-10,https://instagram.com/p/+HVPe0YKH60,4475135,125471,2385,32,1778560,긍정 82%.
